Date,News,Polarity
29 04 2011,"Parties, businessmen prepare roadmap to revive economy",0
29 04 2011,Carving out new provinces to prove difficult,0
29 04 2011,New provinces possible with consent: Malik,0
29 04 2011,"Punjab govt will not be destabilised, says Gilani",0
29 04 2011,"Pakistan, US united in war on terror: Munter",0
29 04 2011,President takes PM into confidence over talks with ‘Q’,0
29 04 2011,Drone attacks cannot be stopped by wars: Gilani,0
29 04 2011,Four killed in Balochistan shootout,0
29 04 2011,Children of Zia,0
29 04 2011,An appeal on behalf of Mukhtar Mai,0
29 04 2011,Pakistan test fires nuclear-capable cruise missile,0
29 04 2011,Rangers round up 400 suspects in Karachi,0
30 04 2011,"PPP, PML-Q may sign deal today; PM to attend meeting",0
30 04 2011,Diesel price approaches Rs100 mark,0
30 04 2011,EC seeks legal advice about dual nationality politicians,0
30 04 2011,"Pakistan, US to hold defence talks",0
30 04 2011,Balochistan govt plans to approach nationalist leaders through jirga,0
30 04 2011,Energising the regional divide,0
30 04 2011,A union on the rocks from the get-go,0
30 04 2011,Malik directs implementation of SC order on missing persons,0
30 04 2011,"PPP, PML-Q alliance to guarantee stability: Qasim Shah",0
30 04 2011,"PPP, PML-Q coalition not to last long, says Qureshi",0
30 04 2011,Religious tensions in Gujranwala; 10 wounded,0
30 04 2011,"Mukhtar Mai, media and misogyny",0
30 04 2011,Af-Pak-US trilateral talks to take place in May: Husain Haqqani,0
30 04 2011,Explosion kills two in Kurram tribal region,0
30 04 2011,Shutter down strike against alleged irregularities in Sindh house count,0
30 04 2011,To Karombar and back,0
30 04 2011,Five killed in incidents of firing in Karachi,0
30 04 2011,Political situation to clear in a few days: Firdous,0
01 05 2011,Legal experts split over deputy premier`s post,0
01 05 2011,Over 90 MNAs have financial liabilities of Rs4.21bn,0
01 05 2011,Thirteen vehicles set on fire amid Karachi shutdown,0
01 05 2011,Four policemen killed in attack on Nato tankers,0
01 05 2011,Gilani calls on Altaf to rejoin the federal cabinet,0
01 05 2011,Loadshedding increases as KESC runs out of furnace oil,0
02 05 2011,Was Osama killed by US troops or his own guard?,0
02 05 2011,Pak military caught in the crossfire,0
02 05 2011,Hoti says his govt was out of loop over Abbottabad swoop,0
02 05 2011,Fourteen PML-Q lawmakers join federal cabinet,0
02 05 2011,Rabbani quits cabinet,0
02 05 2011,CJ wonders how `untraced` Bhutto FIR was revived,0
02 05 2011,The nightmare has happened,0
02 05 2011,"PPP, PML-Q ‘yet to finalise’ modalities regarding election alliance",0
02 05 2011,"After killing bin Laden, US questions ally Pakistan",0
02 05 2011,Violence erupts in Karachi after killing of MQM leader,0
02 05 2011,Hundreds join first Pakistan rally to honour bin Laden,0
02 05 2011,Pakistan asks US envoy to avoid bin Laden spin,0
02 05 2011,Osama Bin Who?,0
02 05 2011,The urgent importance of mutual respect,0
02 05 2011,Pakistani Taliban threaten attacks after bin Laden's killing,0
02 05 2011,Brace for turbulence,0
02 05 2011,Pakistan faces pressure after bin Laden killed near its capital,0
02 05 2011,Bomb blast kills four near Charsadda mosque,0
02 05 2011,Blogger “tweets” attack on Osama bin Laden,0
02 05 2011,Bin Laden operation conducted by US forces: Pakistan,0
02 05 2011,"Pakistan will not allow use of its soil for terrorism, says PM",0
02 05 2011,"Zawahri, al Qaeda's No. 2 leader",0
02 05 2011,Senior ISI official confirms bin Laden killed,0
02 05 2011,Shahbaz holds talks with Kayani,0
03 05 2011,Osama’s killing goes unnoticed in Khyber Pakhtunkhwa,0
03 05 2011,"Unauthorised raid must not serve as precedent, US told",0
03 05 2011,MQM may rejoin govt next week,0
03 05 2011,"Judge harboured bias against Bhutto, SC told",0
03 05 2011,Zardari pledges press freedom: media rights group,0
03 05 2011,Bin Laden hideout attracts crowds,0
03 05 2011,Unscheduled load-shedding irks masses,0
03 05 2011,"Pakistan has bin Laden wife, children in custody",0
03 05 2011,No proof Pakistan knew bin Laden location: US,0
03 05 2011,The pressing need for freedom,0
03 05 2011,Neighbour of bin Laden arrested: police,0
03 05 2011,Bin Laden house handed over to Pakistan police,0
03 05 2011,Bin Laden lived in Pakistan compound five-six years: US,0
03 05 2011,Thirteen PML-Q ministers allocated portfolios,0
03 05 2011,Pakistan should be declared a terrorist state: Salman Rushdie,0
03 05 2011,UK says will continue to engage with Pakistan,0
03 05 2011,West must not start row with Pakistan: David Cameron,0
03 05 2011,The media needs a villain,0
03 05 2011,PM Gilani leaves for France after bin Laden killing,0
03 05 2011,The great deceit,0
03 05 2011,Bin Laden killing will embarrass authorities: Pakistani media,0
03 05 2011,"Karachi remains tense, businesses shut",0
03 05 2011,Theories on bin Laden's death take root in Pakistan,0
03 05 2011,US closes two consulates in Pakistan,0
03 05 2011,Phone call by Kuwaiti courier led to bin Laden,0
03 05 2011,"Bin Laden raid was not joint operation, says Zardari",0
04 05 2011,Oil tankers’ association ends strike,0
04 05 2011,Osama`s killing underlines importance of cooperation,0
04 05 2011,SC still waiting for record of ZAB case,0
04 05 2011,"Altaf asks military, govt to apologise over US raid",0
04 05 2011,MQM decides to rejoin govt,0
04 05 2011,Govt move over universal primary education sought,0
04 05 2011,"IMF postpones Pakistan talks, delays disbursement deal",0
04 05 2011,"FM lodged protests with US on drone attacks, LHC told",0
04 05 2011,Nepra again allows KESC to increase power tariff,0
04 05 2011,The Pakistani troupe goes to Paris,0
04 05 2011,"Oil shortage causes panic, stations closed",0
04 05 2011,Osama’s death is part of Pakistan’s war against terrorism: Malik,0
04 05 2011,"Moody's says no imminent risk to Pakistan's rating, aid withdrawal",0
04 05 2011,Geronimo EKIA: They got him!,0
04 05 2011,Daughter saw bin Laden killed: Pakistani official,0
04 05 2011,Groups of lawyers denounce bin Laden killing,0
04 05 2011,Pakistani owner of bin Laden's hideaway aided him,0
04 05 2011,Pakistan’s role in war on terror should not be doubted: Kayani,0
04 05 2011,No more unauthorised US raids: Firdous,0
04 05 2011,World shares blame for 'failure' on bin Laden: Gilani,0
04 05 2011,Pakistan alerted US about compound in 2009: Bashir,0
04 05 2011,Police seal off area around bin Laden home,0
04 05 2011,The green bug,0
04 05 2011,US says bin Laden unarmed when killed; more pressure on Pakistan,0
04 05 2011,US feared Pakistan might 'alert' Bin Laden about raid: CIA,0
05 05 2011,"Kayani orders probe into intel failure, seeks cut in US personnel",0
05 05 2011,MQM`s Wasim may be Malik`s deputy,0
05 05 2011,"Z.A. Bhutto case: Death warrants date changed, says Awan",0
05 05 2011,Three foreigners arrested in Narian,0
05 05 2011,"Incidents of firing in Karachi, at least five killed",0
05 05 2011,The million dollar La Den,0
05 05 2011,Straight from the blog guru's mouth,0
05 05 2011,The humorous side of Pakistan's troubles,0
05 05 2011,No resistance in 'cold-blooded' US raid: Pakistan officials,0
05 05 2011,Shame and anger in Pakistan over bin Laden raid,0
05 05 2011,Pakistan warns against further raids inside its territory,0
05 05 2011,Pakistan Islamists to protest against US bin Laden raid,0
05 05 2011,Legal aid centres for five districts in Sindh,0
05 05 2011,Dead man and the sea,0
05 05 2011,India could benefit from US-Pakistan strains,0
05 05 2011,"US lawmakers debate Pakistan aid, conditions",0
06 05 2011,ISI chief leaves for US on critical mission,0
06 05 2011,SC issues detailed verdict on judges` appointment,0
06 05 2011,Six killed in Quetta sectarian attack,0
06 05 2011,`There was no need to bypass Pakistan`,0
06 05 2011,"Search operation in Abbottabad, 25 suspects arrested",0
06 05 2011,"Grenade blast in Karachi, three killed 27 injured",0
06 05 2011,Incompetence to blame over bin Laden: Musharraf,0
06 05 2011,‘CIA secret office uncovered in Abbottabad’: sources,0
06 05 2011,Bin Laden’s widow says they lived in Pakistan for five years,0
06 05 2011,Bin Laden neighbours furious at Pakistan failures,0
06 05 2011,Hundreds protest against bin Laden killing in Pakistan,0
06 05 2011,US missile strike kills 13 suspected militants,0
06 05 2011,Bill presented in the US House to stop Pakistan aid,0
07 05 2011,PM refers 12 names to opposition leader,0
07 05 2011,Post-Osama strategy being thrashed out,0
07 05 2011,Malik gives Zardari’s message to Saudi king,0
07 05 2011,PML-N likely to take up overtures by Q-League dissidents,0
07 05 2011,Nawaz back home after heart surgery,0
07 05 2011,Foreign channels’ live coverage from Abbottabad barred,0
07 05 2011,US aid not to stop: Hafeez,0
07 05 2011,Not without my mother,0
07 05 2011,Probe of Abbottabad incident to be made public: Firdous,0
07 05 2011,Give explanation or resign: Nisar,0
07 05 2011,Summer vacations in Sindh schools from July 1 to August 31,0
07 05 2011,Obama's promised trip to Pakistan now uncertain,0
07 05 2011,"President, PM should resign: Shah Mehmood Qureshi",0
07 05 2011,"Kayani meets PM, president on security challenges",0
07 05 2011,"JPMC, NICH staff threaten two hour token strike from Monday",0
07 05 2011,"Air surveillance system was not ‘jammed’, says PAF",0
07 05 2011,Musharraf slams US over bin Laden raid,0
07 05 2011,Father of captured US soldier seeks Pakistan’s help,0
07 05 2011,Focus on a different Islamic aspect,0
09 05 2011,"Sovereignty at stake, says Nawaz",0
09 05 2011,Ties hinge on probe into sanctuary: US,0
09 05 2011,PPP may issue notice to Qureshi,0
09 05 2011,"`Bigger verdict` given by nation, history in Bhutto case: judge",0
09 05 2011,Talks on water disputes from 11th,0
09 05 2011,US expects Pakistan to redefine security preferences,0
09 05 2011,US refuses to tender apology,0
09 05 2011,Gen Kayani addresses officers at Rawalpindi garrision,0
09 05 2011,PML-N brought bin Laden to Pakistan: Rehman Malik,0
09 05 2011,Pakistani terrorism suspect detained in Prague: ministry,0
09 05 2011,"Pakistan has full confidence in its military, intelligence: PM",0
09 05 2011,"I knew of US raid, not the target: Malik",0
09 05 2011,'Voluntary blood donations in short supply',0
09 05 2011,Postcards from Pakistan: The spirit of Hunza,0
09 05 2011,Bin Laden death great for Muslims: Pakistani rocker,0
09 05 2011,Obama's visit put off amid new pressure,0
10 05 2011,Pakistan military cut off ties for two days,0
10 05 2011,PML-N likely to seek independent probe,0
10 05 2011,SC issues contempt notice to FIA chief,0
10 05 2011,Three MQM ministers sworn in,0
10 05 2011,Punjab flood report put under wraps,0
10 05 2011,PPP ministers say JUI-F supporting terrorism,0
10 05 2011,US Senator Kerry to visit Pakistan next week,0
10 05 2011,Policewoman killed in Nowshera court attack,0
10 05 2011,One injured in Lyari grenade attack,0
10 05 2011,No formal US request to access bin Laden family: Janjua,0
10 05 2011,PM Gilani heads to China on four-day visit,0
10 05 2011,Drone attack kills four in South Waziristan,0
10 05 2011,US needs to stop sending messages through media: Bashir,0
10 05 2011,"What was Osama doing in Pakistan, asks Munter",0
10 05 2011,Vigilante justice,0
10 05 2011,Pakistan may grant US access to bin Laden’s wives,0
10 05 2011,"US, Pakistan lock horns in deepening crisis",0
10 05 2011,CIA won't withdraw spy chief in Pakistan: officials,0
13 05 2011,Military offers itself for accountability,0
13 05 2011,Joint parliamentary session adopts unanimous resolution,0
13 05 2011,Slow pace of investigation into Haj scam irks SC,0
13 05 2011,Walkout in protest against cut in Balochistan funds,0
13 05 2011,India offers to amend design of Wullar barrage,0
13 05 2011,Bin Laden's 'hostile' widows interviewed,0
13 05 2011,Mithha Khan – a gharra virtuoso,0
13 05 2011,Bomb blast destroys five Nato oil tankers in Torkham,0
13 05 2011,Heading for stone age,0
13 05 2011,"Pak army, ISI need to be supported: Firdous Awan",0
13 05 2011,Musharraf announces his return by 2012: sources,0
13 05 2011,US drone attack kills four in North Waziristan: officials,0
13 05 2011,Charsadda under attack,0
13 05 2011,Sharjeel Memon says verdict was “expected”,0
13 05 2011,Pakistan’s senior military officer cancels visit to US,0
13 05 2011,Line of zero control,0
13 05 2011,US interviews bin Laden’s ‘hostile’ wives: report,0
13 05 2011,US intensifies drone aircraft attacks in Pakistan,0
13 05 2011,Extra! Extra! Mullah Omar arrested in Pakistan,0
13 05 2011,Twin blasts kill more than 80 in Charsadda,0
13 05 2011,NA keyed up for hearing military`s version,0
13 05 2011,SC seeks record of complaint reviving cases against Bhutto,0
16 05 2011,US assured of action against ‘sanctuaries’,0
16 05 2011,Nawaz urges nation to stop treating India as ‘biggest enemy’,0
16 05 2011,PML-Q dissidents may not get opposition seats,0
16 05 2011,US seeks to redefine ties by sending Clinton,0
16 05 2011,FIA’s DG apologises to SC,0
16 05 2011,Gas pipeline blown up,0
16 05 2011,Beyond bin Laden,0
16 05 2011,Two US drone attacks kill ten in NW: DawnNews,0
16 05 2011,Abdul Qadeer Khan says bomb saved Pakistan,0
16 05 2011,US-Pakistan to cooperate on future targets: FO,0
16 05 2011,Herald exclusive: Allan forever,0
16 05 2011,Still ringing in the breeze,0
16 05 2011,Punjab government decides to reject foreign aid,0
16 05 2011,Gunmen kill Saudi diplomat in Karachi,0
16 05 2011,"Kerry presents list of ""specific demands"" to Pakistan",0
16 05 2011,SC urges record of Balochistan target killings,0
16 05 2011,Twitter 101,0
16 05 2011,Family in Swat denies charge of Taliban link,0
16 05 2011,Kerry arrives with ‘tough message’,0
17 05 2011,"Rules violated in awarding LPG quota, SC told",0
17 05 2011,National Economic Council reconstituted,0
17 05 2011,Pakistan boosting cooperation with US: Kerry,0
17 05 2011,"Nawaz Sharif meets Sindhi nationalists, assures support",0
17 05 2011,In-camera session: The ultimate betrayal,0
17 05 2011,Security forces arrest senior al Qaeda operative,0
17 05 2011,US Senator says ties with Pakistan at crossroads,0
17 05 2011,Herald exclusive: Mines of misery,0
17 05 2011,Pakistan lodges ‘strong protest’ over Nato violation,0
17 05 2011,Death toll climbs to 98 in Charsadda suicide attack,0
17 05 2011,"US, Pakistan sparred over military billing: report",0
17 05 2011,Pakistan PM hails China ties amid strains with US,0
17 05 2011,Gilani starts China trip with US ties tested,0
18 05 2011,Al Qaeda terrorist Makki lived in Pakistan for 10 years,0
18 05 2011,Govt has added 2000 MW to national grid in three years: Kaira,0
18 05 2011,"US senators urge Clinton, Gates review Pakistan aid",0
18 05 2011,Yemeni caught in Pakistan mid-level al Qaeda operative - Officials,0
18 05 2011,Threatened rock carvings of Pakistan,0
18 05 2011,PM Gilani hails ‘all-weather’ friend China,0
18 05 2011,A few good men,0
18 05 2011,Four killed in Quetta shooting incident,0
18 05 2011,CIA used stealth drones to monitor Bin Laden: report,0
