,date,news
491,2011-04-22,PU teacher fired for sexual harassment
492,2011-04-22,Universities to be given more autonomy: minister
493,2011-04-22,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
494,2011-04-22,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
495,2011-04-22,Pakistan cricket squad returns home
496,2011-04-23,"Sit-in to continue till victory, says Imran"
497,2011-04-23,Warmth is back in ties with Saudi Arabia?
498,2011-04-23,80 MNAs claim they don’t own cars
499,2011-04-23,Suicide bomber kills anti-Taliban leader in Pakistan
500,2011-04-23,Judicial Commission recommends confirmation of 18 Additional Judges
501,2011-04-23,Police arrests seven alleged target killers during last ten days
502,2011-04-23,Keyfacts
503,2011-04-23,Education Crisis in Pakistan
504,2011-04-23,"Moin Akhtar laid to rest, thousands gather at funeral"
505,2011-04-23,Musharraf’s interview with DawnNews presented in court
506,2011-04-23,General Kayani says militants’ back broken
507,2011-04-23,Expressions from North Pakistan
508,2011-04-23,Looking for comedy in Pakistan
509,2011-04-23,Fear in Pakistani village dominated by Christians
510,2011-04-23,Security forces kill six militants in Orakzai
511,2011-04-23,Easter in Pakistan
512,2011-04-23,Khyber Pakhtunkhwa to have own HEC
513,2011-04-23,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
514,2011-04-23,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
515,2011-04-23,Pakistan cricket squad returns home
516,2011-04-24,Furore in Sindh as Shahbaz calls for Karachi province
517,2011-04-24,ZAB case review to correct history: Gilani
518,2011-04-24,US respects sovereignty of Pakistan: Munter
519,2011-04-24,President takes notice of electricity shortfall
520,2011-04-24,Bridal Couture Week
521,2011-04-24,MPs’ uplift funds being misused
522,2011-04-24,PPP offer puts PML-Q in a double bind
523,2011-04-24,Review plea to be filed in Mukhtar Mai case: Aitzaz
524,2011-04-24,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
525,2011-04-24,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
526,2011-04-24,Pakistan cricket squad returns home
527,2011-04-27,PML-N asks Nawaz to delay homecoming
528,2011-04-27,Mukhtar Mai to file review in a ‘couple of days’
529,2011-04-27,Karachi loadshedding extended to nine hours
530,2011-04-27,PML-N spearheads rumpus in NA
531,2011-04-27,Four political activists gunned down in Karachi
532,2011-04-27,"Decision on PPP offer soon, says Shujaat"
533,2011-04-27,Just three days
534,2011-04-27,Intelligence agencies act under govt's instructions: Gilani
535,2011-04-27,PML-N manifesto reflective of people aspirations: Shahbaz
536,2011-04-27,Malik directs IGPs to preset details of missing persons by April 30
537,2011-04-27,"Pakistan denies reports of efforts to split US, Afghanistan"
538,2011-04-27,SC's 11-member bench constituted to take up ZAB reference
539,2011-04-27,A step in the right direction?
540,2011-04-27,'Reforming' the education system
541,2011-04-27,"Nato, Afghan forces attack Pakistani check post; two wounded"
542,2011-04-27,"ISI operations enjoy full support of govt, says PM"
543,2011-04-27,Use of brute force can't suppress liberation movement: JKSM
544,2011-04-27,Imran Khan’s revolution
545,2011-04-27,"India, Pakistan open trade talks"
546,2011-04-27,Public should be out on streets against drone attacks: Shahbaz
547,2011-04-27,President extends services of six high court judges
548,2011-04-27,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
549,2011-04-27,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
550,2011-04-27,Pakistan cricket squad returns home
551,2011-04-28,"Zardari, PML-Q leaders `finalise details of deal`"
552,2011-04-28,"‘Graffiti war’ hots up in Hangu, Kohat"
553,2011-04-28,Pakistani soldier killed in explosion at camp
554,2011-04-28,CCI agrees to devolve power generation
555,2011-04-28,Osama`s son stayed in Karachi: Wikileaks
556,2011-04-28,Thirty-three insurgents killed in North West
557,2011-04-28,Fresh security steps for forces being planned
558,2011-04-28,"India, Pakistan agree to enhance trade"
559,2011-04-28,The Gitmo Files: Conscripts from Pakistan
560,2011-04-28,PEMRA raid over 50 cable networks to block illegal channels telecast
561,2011-04-28,LHC reserves its verdict on Rehman Malik's remission case
562,2011-04-28,SC seeks relevant documents of NAB Deputy Chairman's appointment
563,2011-04-28,Pakistan’s agricultural challenges
564,2011-04-28,Drone attacks: The truth is out
565,2011-04-28,‘Q’ officials have authorised possible inclusion in govt: Elahi
566,2011-04-28,Karachi to Florida
567,2011-04-28,Unity among North Waziristan militant groups crumbles
568,2011-04-28,The glorious façade
569,2011-04-28,At least seven militants killed in Hangu
570,2011-04-28,Five killed in Karachi naval bus attack
571,2011-04-28,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
572,2011-04-28,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
573,2011-04-28,Pakistan cricket squad returns home
574,2011-04-29,MQM’s former lawmaker shot dead in Karachi
575,2011-04-29,"Parties, businessmen prepare roadmap to revive economy"
576,2011-04-29,Carving out new provinces to prove difficult
577,2011-04-29,New provinces possible with consent: Malik
578,2011-04-29,"Punjab govt will not be destabilised, says Gilani"
579,2011-04-29,"Pakistan, US united in war on terror: Munter"
580,2011-04-29,President takes PM into confidence over talks with ‘Q’
581,2011-04-29,Drone attacks cannot be stopped by wars: Gilani
582,2011-04-29,Four killed in Balochistan shootout
583,2011-04-29,Children of Zia
584,2011-04-29,An appeal on behalf of Mukhtar Mai
585,2011-04-29,Pakistan test fires nuclear-capable cruise missile
586,2011-04-29,Rangers round up 400 suspects in Karachi
587,2011-04-29,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
588,2011-04-29,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
589,2011-04-29,Pakistan cricket squad returns home
590,2011-04-30,"PPP, PML-Q may sign deal today; PM to attend meeting"
591,2011-04-30,Diesel price approaches Rs100 mark
592,2011-04-30,EC seeks legal advice about dual nationality politicians
593,2011-04-30,"Pakistan, US to hold defence talks"
594,2011-04-30,Balochistan govt plans to approach nationalist leaders through jirga
595,2011-04-30,Energising the regional divide
596,2011-04-30,A union on the rocks from the get-go
597,2011-04-30,Malik directs implementation of SC order on missing persons
598,2011-04-30,"PPP, PML-Q alliance to guarantee stability: Qasim Shah"
599,2011-04-30,"PPP, PML-Q coalition not to last long, says Qureshi"
600,2011-04-30,Religious tensions in Gujranwala; 10 wounded
601,2011-04-30,"Mukhtar Mai, media and misogyny"
602,2011-04-30,Af-Pak-US trilateral talks to take place in May: Husain Haqqani
603,2011-04-30,Explosion kills two in Kurram tribal region
604,2011-04-30,Shutter down strike against alleged irregularities in Sindh house count
605,2011-04-30,To Karombar and back
606,2011-04-30,Five killed in incidents of firing in Karachi
607,2011-04-30,Political situation to clear in a few days: Firdous
608,2011-04-30,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
609,2011-04-30,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
610,2011-04-30,Pakistan cricket squad returns home
611,2011-05-01,Legal experts split over deputy premier`s post
612,2011-05-01,Over 90 MNAs have financial liabilities of Rs4.21bn
613,2011-05-01,Thirteen vehicles set on fire amid Karachi shutdown
614,2011-05-01,Four policemen killed in attack on Nato tankers
615,2011-05-01,Gilani calls on Altaf to rejoin the federal cabinet
616,2011-05-01,Loadshedding increases as KESC runs out of furnace oil
617,2011-05-01,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
618,2011-05-01,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
619,2011-05-01,Pakistan cricket squad returns home
620,2011-05-02,Was Osama killed by US troops or his own guard?
621,2011-05-02,Pak military caught in the crossfire
622,2011-05-02,Hoti says his govt was out of loop over Abbottabad swoop
623,2011-05-02,Fourteen PML-Q lawmakers join federal cabinet
624,2011-05-02,Rabbani quits cabinet
625,2011-05-02,CJ wonders how `untraced` Bhutto FIR was revived
626,2011-05-02,The nightmare has happened
627,2011-05-02,"PPP, PML-Q ‘yet to finalise’ modalities regarding election alliance"
628,2011-05-02,"After killing bin Laden, US questions ally Pakistan"
629,2011-05-02,Violence erupts in Karachi after killing of MQM leader
630,2011-05-02,Hundreds join first Pakistan rally to honour bin Laden
631,2011-05-02,Pakistan asks US envoy to avoid bin Laden spin
632,2011-05-02,Osama Bin Who?
633,2011-05-02,The urgent importance of mutual respect
634,2011-05-02,Pakistani Taliban threaten attacks after bin Laden's killing
635,2011-05-02,Brace for turbulence
636,2011-05-02,Pakistan faces pressure after bin Laden killed near its capital
637,2011-05-02,Bomb blast kills four near Charsadda mosque
638,2011-05-02,Blogger “tweets” attack on Osama bin Laden
639,2011-05-02,Bin Laden operation conducted by US forces: Pakistan
640,2011-05-02,"Pakistan will not allow use of its soil for terrorism, says PM"
641,2011-05-02,"Zawahri, al Qaeda's No. 2 leader"
642,2011-05-02,Senior ISI official confirms bin Laden killed
643,2011-05-02,Shahbaz holds talks with Kayani
644,2011-05-02,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
645,2011-05-02,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
646,2011-05-02,Pakistan cricket squad returns home
647,2011-05-04,Oil tankers’ association ends strike
648,2011-05-04,Osama`s killing underlines importance of cooperation
649,2011-05-04,SC still waiting for record of ZAB case
650,2011-05-04,"Altaf asks military, govt to apologise over US raid"
651,2011-05-04,MQM decides to rejoin govt
652,2011-05-04,Govt move over universal primary education sought
653,2011-05-04,"IMF postpones Pakistan talks, delays disbursement deal"
654,2011-05-04,"FM lodged protests with US on drone attacks, LHC told"
655,2011-05-04,Nepra again allows KESC to increase power tariff
656,2011-05-04,The Pakistani troupe goes to Paris
657,2011-05-04,"Oil shortage causes panic, stations closed"
658,2011-05-04,Osama’s death is part of Pakistan’s war against terrorism: Malik
659,2011-05-04,"Moody's says no imminent risk to Pakistan's rating, aid withdrawal"
660,2011-05-04,Geronimo EKIA: They got him!
661,2011-05-04,Daughter saw bin Laden killed: Pakistani official
662,2011-05-04,Groups of lawyers denounce bin Laden killing
663,2011-05-04,Pakistani owner of bin Laden's hideaway aided him
664,2011-05-04,Pakistan’s role in war on terror should not be doubted: Kayani
665,2011-05-04,No more unauthorised US raids: Firdous
666,2011-05-04,World shares blame for 'failure' on bin Laden: Gilani
667,2011-05-04,Pakistan alerted US about compound in 2009: Bashir
668,2011-05-04,Police seal off area around bin Laden home
669,2011-05-04,The green bug
670,2011-05-04,US says bin Laden unarmed when killed; more pressure on Pakistan
671,2011-05-04,US feared Pakistan might 'alert' Bin Laden about raid: CIA
672,2011-05-04,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
673,2011-05-04,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
674,2011-05-04,Pakistan cricket squad returns home
675,2011-05-05,"Kayani orders probe into intel failure, seeks cut in US personnel"
676,2011-05-05,MQM`s Wasim may be Malik`s deputy
677,2011-05-05,"Z.A. Bhutto case: Death warrants date changed, says Awan"
678,2011-05-05,Three foreigners arrested in Narian
679,2011-05-05,"Incidents of firing in Karachi, at least five killed"
680,2011-05-05,The million dollar La Den
681,2011-05-05,Straight from the blog guru's mouth
682,2011-05-05,The humorous side of Pakistan's troubles
683,2011-05-05,No resistance in 'cold-blooded' US raid: Pakistan officials
684,2011-05-05,Shame and anger in Pakistan over bin Laden raid
685,2011-05-05,Pakistan warns against further raids inside its territory
686,2011-05-05,Pakistan Islamists to protest against US bin Laden raid
687,2011-05-05,Legal aid centres for five districts in Sindh
688,2011-05-05,Dead man and the sea
689,2011-05-05,India could benefit from US-Pakistan strains
690,2011-05-05,"US lawmakers debate Pakistan aid, conditions"
691,2011-05-05,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
692,2011-05-05,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
693,2011-05-05,Pakistan cricket squad returns home
694,2011-05-06,ISI chief leaves for US on critical mission
695,2011-05-06,SC issues detailed verdict on judges` appointment
696,2011-05-06,Six killed in Quetta sectarian attack
697,2011-05-06,`There was no need to bypass Pakistan`
698,2011-05-06,"Search operation in Abbottabad, 25 suspects arrested"
699,2011-05-06,"Grenade blast in Karachi, three killed 27 injured"
700,2011-05-06,Incompetence to blame over bin Laden: Musharraf
701,2011-05-06,‘CIA secret office uncovered in Abbottabad’: sources
702,2011-05-06,Bin Laden’s widow says they lived in Pakistan for five years
703,2011-05-06,Bin Laden neighbours furious at Pakistan failures
704,2011-05-06,Hundreds protest against bin Laden killing in Pakistan
705,2011-05-06,US missile strike kills 13 suspected militants
706,2011-05-06,Bill presented in the US House to stop Pakistan aid
707,2011-05-06,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
708,2011-05-06,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
709,2011-05-06,Pakistan cricket squad returns home
710,2011-05-08,Q`s new demands met ahead of NA session
711,2011-05-08,Provinces asked to prepare surplus budgets
712,2011-05-08,"PPP, MQM agree to keep LG system in Sindh"
713,2011-05-08,Joint ventures to be pursued with Kuwait
714,2011-05-08,Pakistan would have caught bin Laden if knew his hideout: Haqqani
